logM_cut,logM1,sigma,alpha,kappa,alpha_c,alpha_s,log10_f_ic
12.6958635460,14.6161191937,0.0122822933,0.9409497927,2.1021141265,0.1778436877,0.0323004216,-0.6024207424
13.9226787371,13.1383309856,1.5132844741,0.8029389144,0.7489026209,0.2758499654,0.3545404385,-1.5372734676
12.0666770877,14.6859606785,1.9970633572,0.3408519204,0.5491205639,1.2632620229,0.4136503852,-0.9933293694
13.2567010176,14.1602297264,2.6017975610,0.3710340856,1.4829791849,1.7812435990,0.9642965556,-1.3173625494
13.9338677503,12.5002933180,1.6972263180,1.0706220248,2.2386342559,1.6696988034,0.9138231954,-0.7060112928
12.7138487393,15.1037150221,1.5645740831,1.2014185898,2.2270301695,1.9433299062,0.3363086012,-1.7767801079
12.5920403505,13.1022144420,2.8861410745,1.6588936492,1.7522870731,1.1422298140,0.7330214696,-1.6667124585
13.4395724676,15.0172498643,2.3908578825,0.8452127906,1.3013225735,1.1331178451,0.5811712925,-1.0627828147
11.5884170183,14.5398718256,0.9131568417,1.2326646794,0.5034413955,1.6317826661,1.8979724453,-1.5768724414
12.9571216675,12.5384237121,1.1105690923,1.2224576760,2.0292678088,1.2588129688,1.0199563372,-0.8437727001
12.8370344725,13.2223148795,1.7186991378,1.7215692050,2.0875555085,0.6959554624,0.0027972545,-1.4516457661
11.4456025388,12.2568497777,1.6451029348,0.3919204235,1.2018512870,1.5779153078,1.7191101245,-0.6323204817
13.5179891189,12.8786548567,2.2590370577,0.7487724082,2.8718782286,0.7843146908,0.1353521975,-0.8572196978
11.4156614719,13.0941004927,2.0186072361,0.9170120735,2.5141473753,0.4794683812,1.3869918722,-2.0701360526
13.8700137657,13.3922795779,2.4764927610,1.6192490702,2.5322011438,0.0789909095,1.8762809384,-0.7746723785
11.2636174354,14.7165780985,0.1638303316,0.3806977704,1.1100633769,1.6836270334,0.4153971987,-1.0860466044
12.3861028544,14.4911992663,2.2029598952,1.7735917535,2.2907780056,1.8634730491,1.5692895643,-2.0975232910
12.2703930951,14.5741339629,1.7419161033,0.4311505414,2.5826557333,1.3655723384,0.4981998174,-1.2080139754
13.0058908577,14.9540215991,1.9406281858,0.9863946070,1.7802828006,1.3437384964,0.2263861116,-0.6269053609
11.9767017101,14.5811585632,1.0088592402,1.0106122265,1.3439778467,1.4756742869,0.9449616655,-2.0317998747
12.5211018450,12.4295475623,1.4819576258,0.9512229637,0.9634856494,0.7339208796,1.4177835011,-1.0023603734
11.3252330627,14.1758687600,2.4381619356,1.3740719990,2.4886777235,1.1292296645,0.3993219845,-2.0809918858
13.9437487524,12.7518991802,0.7673936571,1.2575136960,1.8552248136,1.6901429476,1.2289915613,-1.2967977358
11.2859191716,14.5449042422,0.6667057299,1.8523647370,0.7160821376,0.4931313015,0.4244662489,-1.8327095981
11.6079363131,15.9562830310,0.7827169755,1.8674097424,2.3445207551,1.9958134582,1.4346875407,-1.1010512691
12.4718434765,13.9608031083,2.4101927692,1.7316433373,2.9241357151,0.3714481523,0.6651716450,-1.6755636869
13.5339449950,13.9029391462,0.3108217950,1.4433773255,2.0958255883,1.0874593181,1.5942125137,-0.9411389564
13.6742821384,13.8019899518,2.8637467701,0.9285624671,2.6179427658,0.9616963965,0.1932961401,-0.6008486853
12.9236424569,12.8287043506,1.2802298347,0.6740513883,0.8945812505,1.9160648139,0.6143237269,-1.2017131559
11.4365259117,13.1873200859,0.4775453179,0.5370069243,0.8878886869,1.9281408021,0.9937696279,-1.3313457936
13.0067810864,15.7637646059,1.9752064319,1.1350129679,0.9802176763,0.0169755141,1.8514828856,-0.8334943867
12.2580677034,14.4082517943,2.8773158143,1.5287838435,1.7922271821,0.0748247301,0.4685638753,-0.6756639840
12.6471623843,12.6075833940,0.1980007040,0.7106259014,1.8096441643,0.1110352480,1.1241552847,-0.7561316391
11.9976807463,15.4042814712,0.6121575209,0.6003649803,2.9180410548,1.3370950995,0.3231676766,-1.2827850678
12.8718845489,15.9269867696,2.9138841828,0.6636858353,0.5725953714,1.3786925391,1.1993219683,-0.7374831891
12.2497367406,14.5202005945,2.0407544566,1.2726103457,2.6351315295,0.6073596781,0.1732633117,-1.2878057590
12.8623687682,14.2797574770,0.3648933649,1.4759672662,2.4103580125,0.3396060809,1.7534762073,-0.6849404285
11.5069131693,14.4146184664,1.6753982831,0.4516878371,1.1413770565,0.3848249610,0.3160675947,-2.0392829702
13.8014525668,12.5928253095,1.1548238440,0.5321705319,0.6707145403,1.2320265762,1.5990832474,-0.9331391782
11.9600263743,12.3954937448,0.6787454413,0.6442369491,2.1340467353,1.8162612763,1.5427421040,-1.1094186590
12.3962872032,15.7126301800,2.2983928386,1.1669380687,2.2127982862,0.1155674614,1.7162793082,-1.9644725965
12.6436233771,15.8632475831,0.1159829291,0.9618035779,2.1327482292,1.4618128341,0.6602239425,-1.7051463155
11.2498405742,15.6788307538,1.7910837895,0.4942960864,1.8535515906,1.8033847430,0.2134017497,-2.0190592854
11.2539602508,12.8678272991,0.1439854280,1.1912598584,1.8688380409,1.0144869939,1.3170567196,-1.1467290679
11.6859788180,13.3267014253,0.9194348574,1.4484670434,1.4458849467,1.2042037598,0.4180099812,-1.1311181149
12.3805228863,13.2712771752,2.6179436386,1.6034112959,2.9563287497,1.2944718479,1.7050074225,-1.7083788684
12.0931087412,13.0637320879,1.7027901793,1.8349635286,0.6205906301,0.5060279405,0.7435820808,-1.2152971766
13.9255938061,14.3260080068,0.1872586851,0.9640595500,0.6568677416,1.2757228389,1.9691432147,-1.7215346428
11.4047689380,12.1065217136,1.7712967632,1.2450824621,0.3697401385,0.0978617237,0.2045442382,-1.4554320900
11.7467735132,12.6397344069,0.8914123566,0.7745795987,1.3986598924,0.2479524870,1.4218874224,-1.0647804453
11.7705428302,12.0258069067,0.5537212674,1.1826476066,2.5855799746,1.8489986783,1.0560218161,-0.9587251943
12.0460740290,15.6277930010,0.5175670537,1.1110932308,1.0002039223,0.8286295708,0.1194733654,-1.9821278622
13.7889735730,14.2899142272,2.8906133162,1.9637442728,0.3801752023,0.4474982942,0.3812699055,-1.2722249122
13.9163581080,12.3455915224,2.2405986407,0.4960204391,1.3615113005,1.2135249287,1.9956987988,-1.9770129259
13.8486676991,15.9529509946,2.3640384410,1.4066237035,0.4059802084,1.0818562757,1.7488157344,-1.8101341129
13.3409942277,12.5279562611,2.9202144319,0.5771148841,1.8032044330,0.5876210174,1.2597521482,-1.9748328834
12.4975299537,13.9728309167,1.7047407802,1.3473826795,1.7180244137,1.5475054658,1.9708882452,-0.6994461179
13.0890766009,13.2402722225,2.1189543123,0.9766431963,1.4247743362,0.6369251249,0.5770257692,-1.7266609306
11.3449372344,13.4218894546,1.7967978771,0.7829165147,2.6000656221,0.0896040385,1.6564693576,-1.7596454018
13.7818792213,15.9930971961,1.2987941374,0.3532238600,1.7562946029,0.6384853011,0.8283436043,-0.8230775258
12.4415587064,12.2307101467,2.9409081790,0.5210731483,0.9761136912,0.3126713103,0.8371257439,-1.7441341812
12.5412065313,12.7873584427,0.8813927842,1.7406829558,0.5876002864,0.9708568604,1.6279018519,-2.0556064147
11.5455676609,15.8976592346,1.9600279981,1.4530756328,1.3080678226,1.9264195137,1.6667504787,-1.5023062615
12.8587026500,12.8875952265,1.9191805304,0.3161034204,2.5035429345,1.9046418969,0.8718191838,-0.9878884124
13.4085791336,13.0410639338,0.6905176774,0.6610911243,2.8418033210,1.8433228171,0.0651075000,-0.8457961625
12.4467747031,12.3859209854,0.3078953028,1.8316143544,0.3455138800,1.5436139496,0.4972532329,-1.0754162155
11.6997855705,13.8150606393,2.0486827496,0.7278248806,0.7432975273,0.6172333144,1.7864549884,-1.2762040575
13.0868897018,13.0575653610,0.7861227118,0.8365163653,0.5671624510,1.1501533946,1.1082326674,-0.7432832122
11.6492536913,15.4871530356,1.7975416477,1.4500523799,2.2331085300,0.9006339701,1.2520990075,-1.5942437257
11.9076238452,15.0997866997,1.5181789458,1.3745069934,1.3569624786,0.0187153652,0.7470747999,-0.8766296481
11.4124655444,12.4156129884,0.0443018036,1.3780777107,0.7856062528,0.4195466027,0.4829027719,-1.0338226968
12.9803430213,14.4457467350,0.6648957202,1.1472355292,0.5162370456,0.5836980137,0.5501731327,-1.8508537350
12.4268785548,13.6374748563,1.6091395600,0.8820133385,1.4267356620,1.4579670356,0.7160838148,-1.7828784056
11.7382118956,14.8264908726,0.1949628084,1.6251334511,0.5227305867,1.6991260214,0.7033205659,-1.2243747391
13.2201228744,13.3784988874,0.6990902044,1.0919060236,2.0082369030,0.4274120791,1.4069133816,-0.6397489204
12.3377975267,12.1721999929,1.8501443367,0.6031222883,1.9658323915,0.7054752231,0.8430725605,-1.3050464922
12.6290705255,14.4252867576,2.5837598049,1.4330218233,2.3098693494,0.5112078695,0.6219174939,-1.3816499278
11.4921660114,15.1280177788,0.5249525903,1.5315521081,1.3671722764,1.5843464503,0.9749095902,-1.3089298740
12.2088491702,14.8085641350,0.7196331314,1.3915254903,1.2989297530,0.8683276005,1.1918465191,-1.7702919423
12.0259890964,14.0382189732,2.5939969223,1.6631178121,2.7125820566,1.6891952582,0.2584646779,-1.7503396955
11.5201728117,15.3955023584,1.8081138276,1.7995473589,0.8154604169,0.8511862883,1.5281149908,-0.8639259973
13.4304486311,15.9133304124,1.8976297632,1.6315191171,0.9965147304,0.4357116857,1.5167716024,-2.0178488284
11.3829350536,14.6545951083,0.3333400633,1.7844072590,0.4444693379,1.1004542098,1.7894577242,-1.0417413897
12.2746470503,14.9445564553,1.9205307972,1.9899663456,1.2318308122,0.5560808075,1.7435433275,-1.4353977364
13.1444006031,15.0423100197,1.1713188783,1.5642175760,2.5591209069,0.6015173713,0.1718351440,-1.5832448473
13.0455142673,13.4854793921,2.6624370731,0.9027713920,1.7243461156,0.7575814453,0.2063541282,-1.4942975744
11.3547934563,12.9289600600,2.7192753929,0.4583330252,2.6806141640,1.6782367656,0.0785411791,-2.0441981247
12.4749391768,13.1566146279,0.1830207034,0.4301857231,1.5668024277,1.2965108405,0.0290942597,-1.9363904235
11.5012956074,13.8457381363,0.4286821729,1.4454161822,2.9113301203,1.9532068946,0.1132118318,-1.1508689715
12.7386234911,14.6287767322,0.5553145076,1.1209808055,2.5097479840,0.0110654533,1.5227714363,-1.3146709135
12.4616837945,15.5261124772,1.0662540026,0.9400483285,0.5984252100,1.2083643294,0.1665087040,-2.0150120677
12.5977583841,13.0445853973,0.4915395234,0.3976094398,2.4484296576,1.8345216554,1.5335224293,-1.4800071053
13.9880856510,13.4939554249,1.0381540606,0.3758517772,2.9409355061,1.1660261108,1.7342502983,-0.7997487990
13.5273049570,14.1918714024,2.5368200943,1.7435197533,2.6606403690,0.5789345191,0.8552242719,-1.3167184454
13.8552132365,12.8341263787,0.9033225470,1.8194090884,2.1139399429,0.6047143925,0.8840560113,-1.4883708849
12.4509009229,12.4914420046,0.0694183093,1.3825151242,2.5666414180,1.5200182550,0.1159757182,-1.2293347291
13.7997655907,13.3807702105,1.5739341554,0.3775024197,0.3157465675,0.2265183695,1.5404305822,-1.6562049950
12.0136983202,14.5484283800,1.0079918782,1.6356921096,1.7268013858,1.4853318123,1.1634559096,-1.8681900562
12.8234917353,14.9738814990,0.2798799122,1.3904219986,2.0844486048,1.9843111828,0.4656500443,-1.4786472180
12.1565904177,13.9928689546,1.6553811813,1.2601826744,0.5956580302,0.4879341280,1.8815494053,-1.0195860184
12.5612553263,12.2956768585,1.8723537669,0.5043442208,2.8302518524,1.7626031429,0.6966516939,-1.0177876399
11.4193721958,14.7723235613,0.4526984340,0.5442632004,2.1196043716,1.8961103897,1.1591094691,-1.8850130167
13.5972448638,13.9240359990,2.7445146526,1.2931408286,2.5224039582,0.6139022492,0.2544918189,-2.0000320880
13.5697839290,13.1539438072,2.7172207732,1.0375701237,0.8288842425,1.0357933543,1.1647244199,-1.3805271163
12.3585934264,15.2532324596,2.5779394513,0.7869834139,2.3980756139,0.6812291715,1.1203282741,-1.5346127091
13.4435284729,13.4000462103,0.6004602054,0.5166145700,0.6169077316,1.0992934209,0.5906410296,-1.1666555931
13.6052049603,12.5580301483,2.2378160878,1.0979870415,2.6783786348,1.6395104699,1.2393424402,-1.4140965448
12.1262853373,15.3233369882,2.2168651073,0.5637154921,1.1783275354,1.9239201071,0.9799434154,-2.0168380114
11.4708089037,14.1136130946,1.8766961875,0.9648303686,1.5493229157,1.3966417093,0.0118918914,-0.8624337908
12.3704538791,15.5330437015,0.4096043626,0.8776260112,2.9033062059,1.8405272918,0.3615560919,-1.2351768229
11.6467041630,13.9206943578,0.5589484659,1.2662066152,2.4717454660,0.9854590598,1.0252565775,-0.8895684934
12.7181965648,15.3022680071,0.3406852849,0.6701828943,2.5890345463,1.4388243561,0.9775348940,-1.2555963133
11.4386509792,14.6824941223,2.6898592932,1.3022667589,1.1671993790,0.8073583262,1.6584839276,-1.0004093173
11.2205495691,15.1382732757,1.1617566308,1.5181215745,2.5911810464,1.8949494337,0.2173645553,-2.0986563753
12.1872384144,14.3235045725,1.3967686756,1.5094532127,2.0308870798,1.6659275553,0.1807570832,-1.4871866028
12.8911432688,14.1870018073,1.4336445442,0.8147314500,1.3603586603,0.2091973873,1.5669419212,-1.9860014850
13.3975467658,15.5636257345,1.6783509798,1.5608405727,1.1328193261,0.7275563534,0.2039515413,-1.8614120504
12.8292967373,13.0554925650,0.1195603595,1.5801318299,1.4782323174,0.1187794201,1.7440266036,-1.9456326582
11.9560713975,13.4991839474,1.4171307855,1.3005858579,1.8676633301,1.7961375133,0.5197015445,-0.7244956035
11.5405384498,15.0734049004,0.6750962798,1.7653020782,2.6627082662,0.0028643772,1.3405912062,-0.7607237763
12.2821065152,13.2813059451,1.8166312581,0.8250365252,1.0202408785,0.7882912144,0.9299310580,-0.6385632931
13.1880017079,14.5559700680,0.4405168630,1.2984539547,0.8992380247,0.9348204200,0.7386319998,-1.4753822195
13.5957774828,12.8052108708,2.0352171167,0.7501470168,2.2613795340,1.4982361856,1.4666663334,-1.8652076873
11.7982995645,12.9796564552,0.0652661186,1.6990809825,1.2180361100,0.4235550355,0.4363702481,-1.8182529673
12.7028059168,12.0703268907,2.1440267830,1.4155428036,0.4081142278,0.1402494110,0.3116928443,-0.8081650330
11.6111857486,12.6723464756,0.7244463643,1.2463281522,2.9941760312,0.1479763818,1.6075041060,-1.6198710301
12.0321676659,14.4601208252,0.7946977154,0.8582932961,1.5791056937,1.2409141166,1.2833590902,-1.4734251983
12.7607932332,15.4712667274,1.9845925997,1.4072936191,1.8305539084,0.5401388115,0.9009885506,-1.8582292920
12.6765690648,12.1771599962,1.5758516072,1.5361123302,0.9922432653,1.7274435657,1.4518009807,-1.9914093759
12.1854142121,12.0550348262,1.8388178784,0.4707668911,1.0042670871,1.7707791854,1.7704182697,-2.0217328211
13.2319332782,13.4738041819,2.2633109677,1.5265960918,1.4430311925,0.9395798258,0.1260415135,-0.8041471197
11.7856781808,14.2296236161,1.5802654358,1.6213323525,0.3429719016,0.8844511643,1.3908200296,-0.8821661255
13.5237773844,14.5409966547,0.0411211923,1.3065881869,1.6857424028,0.1326036195,1.9494427879,-1.7890634168
12.6113451865,15.7436337607,2.4650215121,1.3944010571,2.3644382246,0.9285153347,1.8590515148,-1.6943560959
11.2999203663,14.2874348429,1.7901991991,1.5684385435,1.9156734742,0.4252440227,0.3244201880,-0.6660966861
13.2796891050,15.2430795874,0.6330439063,1.0161996324,0.3847319780,0.4399900301,0.2016313800,-1.3119533119
13.5397367859,12.2843028785,0.0247058273,0.8177394471,2.3526763096,0.5520491914,0.1550780384,-1.1844637888
13.4934277391,13.4310053014,2.6193403263,1.3708341740,1.0434491899,0.0064343237,1.9407707876,-0.8647433022
13.1274714281,12.6873933452,2.8973532879,0.9574411711,0.9004859958,1.3771161979,1.1555110483,-1.7068242140
11.3893530188,14.0702158731,2.8367708968,1.9316906970,1.1593246071,0.5391030835,0.3899674858,-0.6899460206
13.8409158619,13.8611057626,1.0773927244,1.8794584277,2.0675887778,1.4107780826,0.9667823844,-1.4764009495
13.2041785337,12.1275443710,0.3790220574,1.7487724377,1.6965454270,1.6373674492,1.6415894803,-0.6411804213
11.2712689223,12.8083236515,1.8393755305,0.4684427008,0.6379042916,1.9000708376,1.2010690000,-1.1295712102
11.2081660263,13.8904388954,0.4312269387,0.6125111010,0.9292263498,0.1496091608,0.2740812415,-1.4936412583
13.1498053521,14.5692959242,0.6290055770,1.3359010740,1.2390959313,1.8841245891,0.2313964133,-1.7343827798
11.8532087442,12.4093742051,0.4036461032,1.9581248414,0.9178693687,1.5386533434,0.3014587786,-0.7144092540
11.6139458962,14.6146704915,0.0680062468,1.0234278957,2.8779858673,1.5056139849,0.3429165229,-0.7666933161
11.7104710884,12.8682242115,0.2147196131,1.6669681210,1.7172345452,1.5459140847,1.5025572622,-2.0126415324
11.2144394369,12.7197727293,0.1896692788,1.6474598842,2.6697809884,1.7416539522,1.1680079685,-1.6050954954
11.2788843776,13.9574420223,1.2187947587,1.4139900809,2.7465822269,0.8216324159,0.9739983508,-1.1498977927
12.6942091958,12.0835048507,2.4744415837,0.5901360262,2.8621103699,1.3818861736,0.0181679475,-1.0489681541
12.9696497540,14.3041425320,0.6265722862,0.9838846287,2.3557778268,0.7586187059,1.3978076180,-1.5902828401
12.5885854117,15.0695834632,0.9780402268,0.3056576263,2.4013809439,0.9560308299,0.0486439769,-1.5585602724
13.7511723843,15.4025412868,2.7329869091,0.6510377019,2.4601700595,0.4774853386,1.9090169737,-1.3742606653
13.8402384605,12.4956778202,1.4918189673,1.7350310734,2.8700130931,1.2774233629,1.4436099411,-0.6165402837
12.0076503922,13.5572003113,0.4000563676,0.5679403090,2.5341014723,0.3538118014,1.3056913926,-0.9898976919
11.9734677783,14.7083090436,2.8592499591,0.9040960326,1.5961937557,0.0351665918,1.6019927675,-1.1595938567
11.5608934355,12.9956185862,0.8389448928,0.9346078396,2.1527652482,0.5708195735,0.9537071277,-1.9121218524
11.7674065546,13.6519480266,2.7711582341,1.5472379791,2.3863595371,1.7563762597,0.1244801472,-0.7720433280
13.0448107858,14.6647686644,2.5869684721,0.3727687759,0.9597501464,1.1690329767,0.7871212999,-1.5886681847
11.6521487480,12.1396002728,2.3185072398,1.6699746713,2.0929239076,0.1834302706,1.3792895914,-1.8979831209
12.7934848988,12.9617481364,1.3352425203,1.5132901277,1.0718899464,0.6988875631,1.7033089260,-0.7827028603
13.3675376145,13.5501097060,1.9710859229,0.4537598779,2.0191685149,0.4430220490,1.9039253794,-1.5417060017
11.6281159819,14.0827650060,0.3823040504,1.0105269423,0.7776858444,1.3206077673,1.5578564458,-0.6862156243
13.1590516522,15.9190876824,2.8554336633,1.6230022008,2.0740308361,1.2517196405,0.6500806376,-1.0568921438
11.4670033509,14.2171602945,1.6568876433,1.8932063211,2.6557946346,1.6669332828,1.8033523460,-1.5511578864
12.9593390075,13.5158655601,1.1901730948,1.5544398092,1.3524850367,1.2207225382,1.2307430467,-0.6651315824
12.4905475185,14.0262665043,1.2709417654,1.7301752194,0.7925366282,1.9710168685,0.8510260358,-1.2749494453
13.1662823762,12.0860120818,1.8255623322,1.4780549855,1.9606552250,1.7033616521,1.2374881218,-2.0339991134
13.6115876689,15.8118105449,1.4578143436,1.0224566473,1.1434810290,0.2778568710,0.2381332233,-0.9239053598
12.9148710486,14.9495334443,0.0891243168,1.6649912467,2.5444088568,0.4077964280,1.9598288847,-2.0404668347
13.2495650962,15.0822638575,0.8288769573,0.4244377068,2.4340683703,0.1903062516,0.1751869956,-1.9662731581
12.3297818747,14.0351078555,2.1361675631,1.8465325495,1.9874292560,0.3175146519,0.4552666249,-1.6415270245
13.6289309310,15.3524674925,1.9641229853,1.3837146900,2.1512816248,0.9643564539,1.9076847970,-1.9831552654
11.9125916133,12.9133124497,0.4746134244,0.8718976378,0.9216106056,0.1072145799,1.9739342647,-0.8311741490
13.1262915767,12.0626842254,1.0275135260,1.4128942603,2.2019863814,1.5590387817,1.0326441144,-1.1065004432
12.1175094204,12.7666151422,2.9262445565,1.0792860648,1.8462503102,0.8493393642,0.7586119100,-1.5159711162
13.3304218577,15.1942358325,0.9843218818,0.3594382804,0.6459910573,1.4036736437,0.1949855027,-1.9416365046
11.3203716379,14.7323384123,2.7616352243,1.5155777439,0.3019257915,1.4902674485,0.3901552209,-2.0618352486
11.2666325022,15.4972590103,2.9563530658,0.7590942996,1.6164139654,1.0414629727,0.1037234260,-0.6880479504
12.9472724931,15.1918866249,0.3487786639,0.3205242184,2.3841980899,0.5037796599,0.1566160858,-1.1994719451
13.1150072832,14.0766623090,2.0894297285,0.9240577645,2.1471294246,0.4023749845,0.9989682022,-1.0503775660
12.6349832686,13.0315967545,2.9770234616,1.3435722387,2.2345198330,0.6098912361,0.2854009750,-1.3608481207
13.3374639117,14.2528528532,0.0628280911,0.3291545177,1.6341759272,0.5213154619,1.5446819919,-0.8301039195
12.2999682655,15.4738853503,1.2237409210,1.5242065973,2.4926044176,0.2103567737,0.6668749438,-1.2578363979
13.3896430993,12.8230083932,1.9527721549,1.0929447004,1.7004122789,0.0653553225,1.3999858293,-0.9638943591
11.5632607056,15.4592485658,0.1258787042,1.6134805853,0.6999267840,0.9493266584,0.6626418516,-0.7316348204
12.9434813177,13.7847134371,2.4399243610,1.5060492882,1.2179973203,0.5899298185,1.2980182683,-1.1591734259
11.8665748173,12.6083907872,1.0859386711,0.7729538596,2.7530819065,1.9204208836,1.0559865684,-0.8989322990
12.2898962934,14.3728279168,1.1141408562,0.4439878645,0.6501620210,1.8280664721,0.2731215756,-1.0806706883
13.1304534683,13.6823619907,0.9433419853,0.8347650298,0.6622678697,1.8821818980,0.0681357795,-1.8788464443
12.0163619840,13.4491790398,2.9974850292,0.7614429302,2.3231100512,1.3545005413,0.8586472124,-1.7456192003
12.2382157931,15.9980065018,1.1472351943,0.4070957875,2.3658889012,0.4307799510,1.7157417273,-1.6617245356
12.8471922405,13.4329668018,2.9838238726,0.3597478557,0.6525821255,1.8448589817,1.8959987154,-1.8339673097
12.7659891078,15.0137315625,0.2115103235,1.4920231080,0.4628602937,1.4554438519,1.8420818533,-0.7930609008
13.0004337710,12.5041149547,0.0452432708,1.4258158684,1.2541545407,0.4976556587,0.4269132972,-1.5851480648
11.8481416000,15.5205270435,2.3126710323,0.5254524014,0.6604338961,0.9891353494,1.8417828269,-1.0142302924
12.4016546716,12.5820624630,2.7838538327,1.3352719649,1.0277216164,0.7836712425,0.9465897481,-0.6986929852
11.8909607692,15.7296312922,1.7215366661,0.3844839095,0.5325002522,0.7449118038,1.1662282226,-0.6813378717
11.2186759318,15.3981161914,1.7535597598,1.5495039985,0.5642909976,0.2802960699,1.7642726359,-1.3718297979
13.4194366959,15.0019230956,2.5581225969,1.0313415173,1.1518546463,0.2661483156,1.0827546173,-1.9012714790
13.0684090058,13.1259842681,0.2912864809,0.7365864419,1.0614719586,1.1043756189,1.7802785333,-1.8442243617
12.8132558357,12.2667729037,0.7207141555,0.3473612347,2.4078709598,1.5531085347,1.6793553606,-1.3265805257
11.9425037067,12.3149732964,1.0477641565,0.5531746895,2.1555325044,0.0764159535,1.8291966024,-0.6115837167
13.1210376125,12.6447971481,0.9348286605,0.9315768370,2.6387957346,1.1174148108,1.8703922345,-1.3429921067
13.4629432264,13.0836527982,1.6348668081,1.6923039517,2.7654524658,1.5502343050,0.3300974401,-1.7676574745
13.5595968604,12.9354799000,1.7084963726,1.3570259179,2.8381740127,1.5939919937,1.2617136065,-1.2108697138
12.0590429212,15.2230968863,1.9030318572,0.9879432295,0.5089394342,0.1662194841,1.7007948865,-1.1635417992
12.8845765908,13.7793610461,2.4140382478,0.8117607195,2.3611211093,0.4454449778,1.1270981695,-1.6872532696
13.3765283580,15.6377573886,0.1683445114,0.5912568527,1.1487646297,0.9536204637,1.4697872226,-1.9544477132
11.8731231966,15.7663372664,2.1492329375,1.6377949197,0.7648802564,1.1935667089,1.7123909080,-1.9073015677
13.3748255984,13.2558791602,0.3455524999,0.4153000178,1.9981601262,0.1264882445,0.2872999136,-0.7010840010
12.1373082108,12.1165632861,0.9321080114,1.1326426726,2.4429650257,0.8235937008,1.3033646896,-1.1821244043
12.5015561159,13.3543317885,2.1333615994,1.8265026057,1.7979257783,0.7781833086,0.4862199707,-0.6610191762
12.1989266740,15.6223207578,0.7283663370,0.6295813995,2.2753740043,1.4488483568,1.1432801346,-1.4304162368
12.6719704867,12.1226165979,0.1596279792,0.9428068650,1.7949305080,1.4708569684,1.3094436754,-0.6180800020
12.1023339999,12.6713159861,0.6377228624,0.8788720227,0.9421019267,0.1318108893,1.6093039740,-1.1084284289
13.9030776203,12.7984743591,1.6648832675,0.9738795354,1.9791509044,0.2789149119,0.4884960990,-1.9206353780
13.8983616478,15.2998104631,2.1599256664,1.3243689548,1.0995149678,0.3555118744,1.8008518890,-1.9195264587
13.2858296764,12.5633875985,1.7600061696,0.4008608416,2.4372146052,1.1025316099,1.0982648043,-1.3661375584
13.8096217078,13.2649825557,0.2374434624,0.7031849772,1.8262282824,1.8763963964,0.3261306335,-1.5127128111
13.0238127963,12.1139402411,1.9264468890,1.0200666887,1.9582867377,1.2024012908,1.0160762278,-1.4088733810
12.7744130654,15.5169723220,1.8511911645,0.3222582659,1.6025514802,0.4208416936,1.4196654175,-1.1264624441
13.5148859511,13.2171010551,0.1266126150,1.0438499336,2.7213297770,0.1876220792,1.7202870080,-1.4227661347
12.3365476165,13.4091319221,0.6112494868,1.0482101289,1.4223641562,1.5555994583,0.1618302831,-0.9802672967
12.7247379348,12.0649947514,2.5336061922,0.7193155129,2.8939935317,1.2274437065,1.7561443042,-1.3757476179
13.5744331060,14.7466923222,1.9887348293,1.7615772264,1.4149422812,0.3984199405,0.3049748942,-1.2200054799
11.3913462611,13.0174774139,1.3051803837,1.4288658571,1.6130621538,0.5263643681,1.9764151498,-0.8872369553
12.5728275168,13.3196869640,0.4477259368,0.8185648839,1.6254705682,1.1483277684,1.0801340399,-1.5393392833
13.9145305287,15.5282885671,2.4451193220,1.3979825999,0.9362576886,0.2406037107,1.6635568830,-1.9969871559
13.6387347850,15.7473859133,0.7753130115,0.8530897469,1.4106479381,0.8244432791,1.4631694372,-1.8619102361
13.7255563740,13.4831734807,1.2020628366,0.9099970483,0.4430456099,1.5196851048,1.2786678009,-0.9174443781
12.6897800858,13.9328073268,1.8852967316,1.8654661542,1.2434770061,1.9458768099,1.2471382302,-0.8855853879
13.3632021213,12.4268806963,1.3839425087,0.6776703944,2.5686250041,0.7667444958,1.7309233104,-1.9425466263
11.9623757848,13.1418200682,2.6061877768,1.3585426685,2.9299738617,0.0687512755,0.0090481751,-1.8759313826
13.4108415215,14.0661192709,0.2961290722,0.5185522494,0.4871489010,0.6439201161,1.9144099452,-1.1164244693
12.8780888326,13.9454290987,1.9330421159,0.6100661808,0.8401104250,0.7029833117,1.8845353618,-1.8040581740
12.7365384508,13.9908667766,0.7037279487,1.6816279135,0.9281097936,0.9552180788,0.1527922709,-1.4178298351
13.2445479828,14.9582498546,1.2848812677,1.1158615478,2.2805310934,1.9139435609,1.9566481800,-1.8560155651
13.5661420921,12.4747035031,1.8553085823,1.3161624411,1.2406256959,1.0950659153,0.8752587435,-0.9243055340
11.6560877402,14.9635204835,0.3420028799,1.5997990718,1.5176947898,1.4300941424,1.0979600402,-2.0871278792
13.7123910628,13.8923416030,2.4428613411,0.6817118362,2.6463690065,1.2179213612,1.0740262156,-0.8547740873
11.2029989960,13.6109809103,1.4425726258,1.4344723640,1.1059071795,0.4569536641,0.7801507616,-1.5924301214
12.8875290213,13.3743997338,0.9385995125,1.6341730661,2.7701129548,1.3503794173,1.1045902531,-0.9097955175
