logM_cut,logM1,sigma,alpha,kappa,alpha_c,alpha_s,log10_f_ic
12.8465587984,15.1233982740,2.2367413598,1.6810692833,2.5012191242,0.5815081037,1.5946362082,-1.7034846155
13.7655729666,12.9893584605,1.1449564880,0.3985846477,1.3882830709,0.2231679227,0.3995724056,-1.2457957121
11.3130631008,14.6504893723,0.3023303414,1.4150497431,2.9271404859,1.2886395359,1.1713853670,-1.6156514590
13.0436655926,12.9277823404,0.2116652223,1.7158666576,0.4008290784,1.1330786822,1.8642330166,-1.1108707863
11.2539359038,13.4204638251,1.1702469595,1.3278235309,1.4449363354,1.8381847353,1.9399008515,-0.6790084926
11.7213196319,13.1574852695,1.8289646101,0.4654590289,2.5565884013,0.8128356474,0.7097796799,-1.1198326108
12.4852211381,15.0877911399,1.7912632685,1.4719780498,2.3136718735,0.9767610998,1.2512693094,-1.2687428903
12.5168985988,14.9285420772,1.3184572477,0.9665888630,1.6711632682,0.6032337635,0.5171853916,-1.0480724284
13.8849741282,14.6633421392,1.9332325527,0.8688830476,0.7741757900,1.4492097698,1.3711227086,-1.5855814115
13.5476588483,12.7224963909,0.0855341069,0.6381360287,2.7516609344,0.9058547490,1.8309138749,-1.8069737996
11.3805959867,14.8526587251,2.6911747123,0.6866149425,1.1913350079,1.5935297756,0.1337954951,-0.8854596166
12.3592003323,12.2452667896,1.5941898407,0.9479149995,2.0157948395,1.2961106903,1.0543826208,-1.3185611405
13.0908057802,12.1975182376,1.2803180908,1.7709342678,1.3573097858,1.8483784903,1.9596896191,-0.9538349785
13.4902525733,15.2018243136,0.8809310414,1.5818535032,2.6200547059,1.7472641264,0.5267077634,-1.4148097074
11.9990227310,13.1330810657,0.6269928101,1.9351629841,0.3473889599,1.6869313344,0.8966685751,-1.3130180945
12.5118128190,13.2843253339,0.6853307862,1.6320946905,2.9225365571,0.9474358257,1.4659313902,-1.3329372927
12.4052262258,12.6183859713,0.3598492205,0.9042324813,2.6793286828,1.3148506122,1.0482726455,-0.9606004685
12.4571721856,15.5174166008,2.6662462544,1.9426143777,1.2702800570,0.4826983117,1.1639054583,-0.8164580219
13.0515771202,12.2390649459,0.6112080213,1.0854719544,2.1744995770,1.1080467823,0.6366632863,-1.3654539352
13.6414498474,14.0887815924,0.2386555668,1.3651230509,0.9359886326,0.6793747417,1.3595156783,-0.8345037994
11.4695340291,12.8063436643,0.1251593767,0.9613403793,0.6212225930,1.0250157389,0.5185652135,-1.7187339307
11.4183454478,14.2163127704,2.7989752016,0.8148614522,0.4340029956,0.5826618568,1.5584240521,-1.8928796082
11.3408064859,15.5865769104,2.5550853391,0.3109090011,2.8157426949,0.5567188854,0.5162532638,-2.0825852867
12.0143948349,14.1592066991,0.3767528948,0.6521469021,1.2631164222,1.8989038617,1.5521292389,-0.9313884770
12.2194756850,14.1290065673,2.1411431259,0.7404394955,2.0856646479,1.9214757777,1.0128298875,-0.9620730009
12.9224116260,14.2068934571,0.7750295221,0.9204276497,1.9233724768,1.5722684983,1.6091272156,-0.6087372557
11.7253128335,15.3851017169,2.4740065850,0.7338704110,1.7048509231,0.7154978041,0.0625464486,-1.1510295291
13.2931788409,13.7890950330,2.4532655985,1.5568365261,1.4438426416,1.8824622394,1.2174112000,-0.6282051799
11.8031332569,13.9326448042,2.9679497450,0.9962013268,2.2772011118,1.2064075071,0.0420371137,-1.5064482124
12.6664223126,12.0824276069,2.7777052047,0.8372791715,2.3483779374,0.6631288094,0.4159030549,-0.8675832637
13.8968491038,14.0280905458,0.7581310045,1.8961155842,1.9341525503,1.4753345121,1.3796347970,-0.8007649796
13.9600380167,15.6688625424,2.8352264344,1.6968999390,0.6098607299,0.9859135359,1.1921062450,-1.2645034193
11.6739739267,15.3979904619,0.8623787224,1.5536773757,1.5866078375,0.2350194780,1.7154439646,-0.9878735779
12.2118322208,13.1435797758,2.0388153998,1.1478919128,1.5619637064,0.5415924605,1.9187578011,-1.4459535056
12.1670199950,12.8144227910,1.9105550465,1.6100320849,2.3736891709,1.9675130088,0.6102389024,-1.8214015379
12.7485131504,13.7148067384,2.3971084538,0.5414559466,2.5447497277,1.7642441708,1.4836091062,-1.1665078690
12.5951613659,13.5795495689,1.3365371555,0.6497023722,0.8531880541,0.9161783749,1.3138619941,-2.0849749622
11.3432507498,13.8320555711,2.9816211143,1.3474383160,1.5798582821,1.6807358123,0.3004334494,-1.0397282123
12.7426897998,12.2237572152,0.5538590556,1.9403405676,2.8798676498,0.6458388729,1.8484329288,-0.9355058491
13.7430588517,15.8947827635,0.7098027536,1.5396412897,1.1672958634,0.8076297553,1.7280939431,-0.6726468624
12.9026716342,15.3282413691,2.1865877084,1.5883255835,2.7573514897,1.5174791584,1.4232282370,-1.9580625405
13.1733306211,12.6898777133,0.2461156209,1.8959398474,1.6088139561,0.0811938094,1.6929619570,-1.6475347394
13.8397907426,14.3182092524,2.3030786464,1.2870749035,0.7865273314,1.9659692932,0.3611830429,-0.8749955278
11.6567382835,12.5968298337,2.2372443424,0.6009770088,2.0216816865,1.2392745355,1.1473122965,-0.6813279133
11.6430069056,15.6391824641,0.7883157790,1.7704027090,0.3357779594,0.8880956553,0.6161088291,-1.0980715231
12.0066132783,12.7704923103,2.7977572229,1.2653084168,2.4985295018,1.1257764912,0.2348844119,-0.8272599668
13.2924198313,15.3466483456,1.8583053802,0.8541359043,0.7583928917,1.5150934257,1.3374735291,-1.9221192497
12.2061130529,13.5589559195,1.2082954887,0.4913721136,1.1069338789,1.0135484262,0.7024230704,-1.7915666641
11.3528192276,13.9338916676,0.4021708350,1.6285727853,1.3052766941,0.6330094198,0.2109706673,-1.2402008614
12.7670471170,12.3897037013,1.1225834669,1.2393244915,1.3961637709,1.1034275260,0.8162177349,-1.0664090296
12.1309079182,14.0540372414,2.5167291708,0.4089318384,1.4759822174,0.2925603734,0.9966571982,-1.7141975417
12.8126760143,12.0588858068,0.3942419545,0.3954881449,2.0117833352,1.0483589932,0.5116232581,-1.7734685410
12.3353847932,15.5485230071,0.4809270959,0.9461741864,1.9377969213,1.0916928351,0.2154641461,-1.9027720329
12.7453708007,13.7539815166,1.3257137930,0.8057115000,2.7417605272,0.6051264318,0.6145054865,-1.5681439928
13.7518052897,12.2567664030,0.9581479944,1.7784541801,1.3435870715,0.6427038671,1.1458589996,-0.8237501002
12.5281047525,14.2377371886,2.5753433029,1.4722913826,1.0662874286,1.9460616720,1.6268424823,-0.9773699650
12.6602601955,13.5561217397,0.2995365117,1.8169408408,2.2124973192,0.4900221432,0.1139854862,-1.8722347694
12.2552524048,13.7086503806,2.5789529141,1.0723028385,1.2787273649,1.4357841436,0.4310558706,-1.9732702489
12.2679144194,12.2986589774,2.3066845783,1.2527385419,1.6762929686,0.6882810286,1.4849378113,-1.9131778125
13.0074979937,12.5839856420,0.9892180944,1.8411241615,2.3469978926,1.7263750466,0.8321428416,-1.4652359943
13.7528817487,15.7637771202,1.4058931637,1.2662890056,1.9051572932,1.6467534089,0.6964233000,-0.9861582350
11.3727684770,13.1883209565,0.0569447618,0.9107347909,2.5831248762,1.9242825197,0.2469217464,-0.9693176714
13.0038621526,12.2397567828,1.0547958716,1.7621010993,2.8693157986,1.5339232490,1.9565263240,-2.0840172621
12.2335906253,15.0357923987,1.3833738325,0.9646824805,1.8184240329,1.5991834773,1.4533222539,-1.6680576655
11.9117203795,14.4870066508,0.1698033074,0.5184530215,0.8301708831,1.9000250476,0.0088208975,-1.6214366643
12.8316157955,12.4130408547,2.3944826017,0.7812810810,2.6226095304,1.0822751465,0.6405777267,-1.9174534973
12.4266595541,13.7923789246,1.1481715559,0.7671139780,2.3199034898,1.2880167532,0.2932316605,-1.7543498209
13.9020304371,13.7336966026,2.2485972796,0.6444530001,0.6249115541,0.9408542538,1.2796582563,-0.8983177816
13.8480773598,14.7284911353,0.6197572706,1.3857319274,1.7522990411,1.2509578958,1.0152665637,-1.5602807310
13.2497080350,14.1058239490,1.1042329758,1.4916774234,2.9984031251,0.1897994119,0.1126028930,-0.9767699742
11.5318990741,13.3276052799,2.6970702615,0.3096012452,2.2199930423,1.1624460383,1.4466465204,-1.0335850076
13.4240908978,14.4092904299,0.4449947083,1.3956904233,2.0896749077,1.4587617897,1.2430362023,-2.0768465512
11.2042511927,12.7659338933,1.0722855511,1.4893870042,1.6934144134,0.8824904922,1.7251344804,-0.9092601125
12.4451582299,15.1854286721,2.7125135944,0.8962373283,2.4397298393,1.1735501035,1.5098713742,-1.7619076354
13.7004700023,13.2963342313,0.3452438716,1.1433059066,0.3503420441,1.1221207623,1.4674765109,-1.6415391087
13.3215895478,15.9985085217,0.4435500747,0.5523279557,0.3372829923,0.1183052072,1.9837059256,-1.1606893076
12.5734251971,12.7387441167,1.0300877338,1.6757175582,0.6455420184,1.3296757905,0.8846261826,-1.3416430564
13.2929068904,15.7212538886,1.7115578777,0.6628629449,2.1372037198,1.7099316209,1.1192175855,-0.8472334291
11.2853626313,14.9225704022,2.5736209044,0.4493886428,0.9673977608,0.9555404054,1.3691222935,-1.3289844696
11.7671454196,13.9948441600,2.2612586272,0.4923362592,2.2164611025,1.7872434877,0.7332067596,-1.8000047950
13.7696548802,13.1613300789,1.6011213716,0.6232135925,1.8987858810,0.0875800153,0.2706899615,-1.0157559114
11.5204574516,13.1084675148,1.0363521555,0.9254856760,2.9367677625,0.1214801259,1.7623264067,-1.3162247208
13.5761843521,15.9428436365,1.7006231578,0.9921038265,2.4456946946,0.0724668823,0.4363801048,-1.1009991919
12.9301828455,15.2958146776,2.3435199025,0.7700942657,2.3083513921,1.8230220327,0.9509625998,-2.0243336482
13.5902774253,13.1483998199,1.3705305446,1.6611371399,2.2429674449,0.0986647480,1.1199288683,-0.9719457680
12.7228854258,12.3460825928,1.6120792080,1.8868133426,2.8657754342,0.9119358665,0.4513062066,-1.9978729600
13.3192774703,13.1836798262,1.0251127757,0.7529891460,2.1783563021,0.0123786789,0.5003836093,-1.3649426263
11.4497046428,14.1108727763,0.9594765631,1.8246872178,2.0831984137,1.8389838355,0.8050872880,-1.0703352423
13.1513681310,13.2056609510,1.7204697292,1.4891181457,2.8890918821,1.2144446958,1.6384050647,-1.0623544154
13.4819411391,12.7604909570,0.5279420871,1.4231273987,0.8391504516,0.3262557836,0.5212579451,-1.5874256209
11.3716850476,14.0166404290,1.7295071102,1.0692889895,2.0567887042,0.5422549162,0.3455361429,-1.3048718807
12.5968973086,13.5890314950,2.4467813031,0.9978540350,2.4008134555,1.6435648095,0.5618453672,-0.9011423479
13.6090094474,15.3763317305,1.4831640882,1.5956975922,2.2676881852,0.5642570559,0.1406520264,-1.2606787627
12.1446064003,14.8243388472,0.4620001525,1.7212094083,0.6638837335,1.9996909925,1.9524718493,-1.7137908969
11.8559960168,15.9883811545,2.4509646373,1.8404171619,2.5254860213,1.3844816605,0.2476883218,-0.7084897579
12.9341434306,12.8427788792,2.8791424932,0.7518724214,2.5518796371,1.0713499724,0.2244115293,-2.0501675736
11.9146629795,13.2691854924,0.1057896960,0.8679664822,1.7613727747,0.7107649382,0.0609880348,-1.5494386186
11.5790473940,13.7699336006,2.1927438900,0.8697493170,0.5570861095,0.6744560698,0.4395190929,-1.4407010353
13.5457836589,13.9848380342,0.5459516579,0.9052411934,2.9157710502,1.3011095206,0.0531965548,-0.9431019652
11.7721292173,13.0921045838,1.1565336303,1.7828926349,2.3263742196,0.6539410969,0.3177720056,-0.8409756391
11.4588900024,15.1091440190,1.4352379644,1.0152784988,2.9842757254,1.6396887652,0.0552631037,-1.7302372023
11.3965236787,12.7939160256,2.5773887123,1.0507147280,1.2118350084,1.1301388509,0.0754406521,-1.9609723742
12.2110262041,13.7979868370,2.6144780339,1.3763513942,0.6152929820,1.7102172399,0.4610717586,-1.3084710992
13.3833796986,12.6057673648,2.4811398552,1.3267294010,0.3208432698,0.4490394978,0.9378189627,-1.0466160528
12.7189136233,14.7347716242,2.6611170119,1.2364366296,2.5376150957,0.0719424706,0.5394264730,-1.0662785920
11.7210336482,14.3472826100,2.2297487064,0.4388970319,1.8471042160,0.2240295650,0.7461796262,-0.8014586205
11.5059371975,12.4237404415,2.0410393755,1.6493067903,0.7479408348,0.6181284966,0.7494625605,-1.4287339671
13.4227950530,13.1055539683,0.7257118626,1.2495623387,0.7959213313,1.3594902922,0.1494331237,-1.9374139355
11.9498549108,13.7511085178,0.8138996149,0.4467925508,1.3508174522,1.7828970329,0.1706061176,-0.7486777833
13.8762276092,14.0329292477,2.8433214034,0.7464460325,2.4468580072,1.8281993404,1.6434464354,-1.6171180566
13.5978952579,14.7062298332,0.3358560795,1.7455961480,1.9264575293,1.3182496309,1.8131009628,-1.0012409592
12.1975762934,12.6096257649,0.2733519636,1.8480263248,0.5792897903,1.8320743597,1.6593880602,-1.3634355951
12.2133214363,15.7001566431,1.4355486235,1.5731626695,1.7702803439,1.3902439416,1.9190574130,-1.2903026881
12.4775187162,15.8584870563,1.2097141573,1.1671747028,1.4041459461,1.8640604818,0.5415945018,-1.1918298663
12.5336929633,14.6587545191,1.0993082147,0.8382542097,1.3399624297,1.9528441092,1.1174263736,-0.9526007941
13.1689978378,14.7446253344,2.0657116330,0.5534752840,2.7456850024,1.2814161875,1.1602468517,-1.3606517355
11.9934150613,13.0639999950,0.3934115880,1.0752488204,0.7639363971,0.9952918664,1.5652070453,-0.7861010547
13.4760694427,14.4183907133,1.5232177119,0.6050165873,1.0562408730,0.0530740724,0.0572328387,-0.8575375170
12.9852440779,12.2139904316,0.4683481576,1.7208358217,2.4052746408,1.1612995936,1.1631696241,-1.2930572965
13.5772534639,15.0613320545,2.9596469974,1.4127167609,1.9294336393,0.4044217990,1.4154195490,-0.9413412784
11.5101233292,12.4807883247,2.3214885116,0.3807933643,2.4080802444,0.5504160357,0.1989158889,-1.7614723649
12.0154964770,14.5621292370,0.0707497464,0.4373091508,1.1408991239,1.9379111593,0.1921778118,-1.0814633341
11.5545864379,13.3697431040,0.2030076771,0.5973718568,1.0128538842,1.5731003344,0.1732006634,-1.2525502526
13.3374390138,12.8745317490,2.1648034596,1.3496068201,1.3067800694,1.2016249272,0.4613245106,-1.7832834056
12.9419543192,14.2701545971,1.2444462318,1.7958453099,0.6170058364,1.2376790217,0.5756399362,-1.2776988167
13.2564002615,15.3588092242,1.6233413667,0.9037826611,2.6765538878,0.9083147324,0.4217026222,-1.5750951038
13.5958028008,13.9449813277,1.6132619721,1.5696591875,0.9466512861,0.4438908614,0.0467407694,-1.4989355867
11.6069682321,13.2104361876,1.8881406029,1.4347705595,2.6215620319,0.4283557891,0.0081854153,-0.8609269330
13.2707806813,14.0384765508,1.5757964781,1.1514816568,0.8108537859,1.4869506829,1.0219096630,-1.2166310555
12.3309847226,14.6279900994,0.5099360109,0.7854584084,2.7831724983,1.5540946615,1.4637645912,-1.3803133063
13.1121677544,12.1348995821,0.2544606134,1.1545583982,2.2975999852,1.5998080734,0.5569164311,-1.7398473254
12.1857055537,15.5649792202,0.4493399657,1.9579506518,2.6614014792,0.3340998667,0.7348536807,-1.8605646053
12.8028289093,15.3608236219,1.2049872249,1.9089181044,2.0325361600,0.3356517195,0.6723306641,-0.9850703202
11.6478506201,13.1951457063,1.0692938185,1.9134327161,0.9507037815,1.7160648913,0.3800620679,-1.7746727774
11.4939137867,14.5716035343,0.3376590634,1.4115280581,1.6746658839,0.6492916276,0.2406110176,-1.4922050100
12.5729338549,14.0819095631,0.3662185221,1.6138539772,2.2593999328,0.5929058092,1.5410045867,-1.0811108317
13.7163825363,14.0029504585,0.8907080737,1.3290642450,1.5101961083,0.2654068005,1.7839958483,-1.6782595731
13.4672630863,13.1381682957,0.0138184638,1.9979597583,1.0348774679,1.4803441411,1.8922508179,-2.0028476502
12.1777129908,15.4691170236,2.5103866624,1.4918715254,2.8521289272,1.1559244755,1.7337332853,-1.4964007067
12.2589526870,12.7325132070,2.7549982978,0.5213910440,1.4192888763,1.8134855295,1.8840415175,-0.8869531217
13.0384940833,12.9652316238,2.1684266373,1.0923581696,0.8991094424,0.7501869998,0.6067981577,-0.8095665243
11.3622742707,15.3580634041,2.8571377593,1.8033301963,1.8068130411,0.0371070834,1.7574430843,-2.0491805801
12.2115689128,13.9640054505,1.6302538713,0.5602158039,0.5650047792,0.8132169839,0.9049516300,-1.8613752000
11.9220579067,12.4668592873,0.5467720798,1.3591815578,0.8039406405,0.0931594553,1.3903013397,-2.0029172858
12.5759189325,15.5095691293,0.8411459031,0.9318140997,2.0702884851,1.9552312537,1.6354575537,-0.6401548294
12.5346541407,14.9861810064,0.5541497747,1.0211407627,2.2332539797,0.1571052129,1.5231672229,-1.2226828915
11.7993261087,13.9191716221,0.8161725557,1.1884319913,2.3237211705,1.2726358453,0.1611397724,-1.5172435726
13.3905997694,14.1806239395,0.1298903172,1.8503676814,2.7298796707,0.9866180575,0.1020503197,-1.9679390374
11.7389953743,12.4332057317,2.2241720943,0.9304463270,0.8277898350,1.4374411845,0.1310100992,-0.7121280207
13.4688068938,13.8975040963,1.8134869296,0.4242383126,0.5568184878,0.1031171131,0.3664516870,-1.4888670581
13.6877350696,14.6949956686,0.9190705078,1.9625271374,0.4895271202,0.7004878619,0.0621142010,-1.6046955442
13.2276415583,15.7982110442,0.1460970004,0.3850370419,0.6511630468,1.3923710026,1.5999674211,-1.7216595077
13.9360599733,12.3448548386,0.7972618053,0.5577386582,1.9984241258,1.3000414968,1.2736096426,-1.0093975303
13.5970232564,15.1354638388,2.5300230945,1.2118198365,1.2197841788,1.7528279110,1.1236962788,-1.8809931472
11.9301582751,15.7482859313,2.2145659551,1.7167507945,1.1581124309,1.0197269236,0.4230548294,-0.7689503554
13.1997041448,14.5579012297,1.1380869665,1.7820656069,1.3513685187,1.2425300798,1.5315891293,-1.4697640486
11.8206160239,12.2423712225,1.3801375681,1.4140736516,1.9115334864,1.8162907739,1.6033980430,-0.9115389902
13.1063351628,13.2770122585,1.2109751016,1.2903076230,0.9321712157,0.1113270840,1.8198238604,-1.2268877661
13.7189524911,13.8811309177,1.9829230848,0.5308891966,1.1682701009,1.4959860824,0.1152753014,-1.2875489807
11.2321769980,12.8378976787,2.1774830088,1.2688070026,0.5590382634,1.8524894037,0.5508239208,-1.0654044915
11.2255134184,15.1912630758,0.2424088760,1.3323833651,2.7257768642,1.3412570151,0.4352727683,-2.0815253573
13.2016603493,14.4946967298,0.6222110179,0.9369192694,2.0483717170,0.9462066140,1.6619982431,-1.9113527633
12.0198850299,13.7627870859,1.6941117903,1.5345283341,1.3768785676,1.0246526630,1.8117974781,-1.1072582741
11.4662356503,15.5426939509,1.5100565041,1.7794120472,1.8463985693,0.6252433332,1.0077960320,-1.8728425516
13.2198050778,13.3162817845,1.0800358591,1.6297575549,1.1266032379,0.3961678788,1.8344050734,-0.7451334407
13.9296135759,12.4972312873,2.1573701627,1.0411685176,2.9882023445,0.2666396351,0.3652220691,-1.7349111788
13.3492527971,13.5620276640,1.2360115517,0.5989121926,1.8648464153,0.6284874835,1.0417318735,-0.9957968724
13.0140008963,12.8420255863,1.9719322418,0.7907230143,2.4322658285,0.1421700454,1.6506352615,-1.9923282926
11.9181360177,13.3113773624,2.5635325394,0.7019978402,2.5474365450,0.2882108985,0.7709432795,-1.5761870556
12.5827471853,15.1162539526,2.3200611082,1.5842322876,0.8298076658,1.0336530999,0.4667622995,-1.4769737596
12.4751292420,15.0383880350,0.1783643330,0.6457566165,0.4553614533,1.0043535841,1.5483170102,-1.6754668714
12.7411472352,14.3151393032,2.9644411421,1.1479797476,1.3779089061,1.2827234613,1.1076205109,-0.7956825603
11.3018071700,12.1936673818,0.0773442981,1.8588141619,2.6072966170,0.2449328393,0.0043436319,-0.7413993721
12.0793885781,12.3772354134,2.7957288964,0.3086498796,2.6115894663,1.3152856901,0.4072196019,-1.8162040303
13.9364003134,13.7375881709,2.7720530807,1.0470531380,0.6312776898,0.7648513227,1.5362232611,-2.0038390403
11.6078718708,15.0320054621,1.4680357663,1.4445840192,0.5460678975,1.6689096206,0.3126140193,-1.5218730220
13.8294747200,13.0150076754,0.7811776152,1.1924438006,1.4021749000,0.0523032963,0.9411157620,-1.9559528070
13.9530183230,13.3727385469,0.9322912348,1.8401109022,2.4503197139,0.4535852237,0.3609846879,-1.6040621401
12.3374673307,12.7511710583,0.1652529486,0.4560283058,2.4765837536,1.5929968462,0.9579014153,-1.0326519879
12.0570204147,15.5648459492,1.6411329391,1.7522582775,0.5692320096,0.9240002814,1.9299581242,-1.4209445510
12.3997927981,15.8941346460,1.6529944843,1.4869180969,0.8354461554,0.5154315043,0.1963317994,-0.8452090665
11.8372369935,15.6398512505,2.6200796000,0.4888815917,2.2129008641,1.2415638746,1.8180899720,-1.5175455070
13.8435272380,15.3921841929,1.2104294807,0.6950742480,1.3076336266,0.9616839119,1.3871784955,-1.4798950289
12.0246183843,13.4464080482,1.9255300650,1.2556483673,1.5852412300,0.2016219050,1.2137276564,-1.3154143527
12.9210172566,14.9864052700,0.3745101072,1.5570571793,2.4523793855,1.8315630252,0.6498573098,-0.6667756540
11.7413864739,12.9376014622,2.1042761782,1.9508939154,1.1194055526,1.3404598891,0.7064477091,-0.8673336119
11.7674971741,12.7255327438,2.5532159591,1.4912167501,2.8265661473,1.4128339189,0.7264267877,-1.1293214003
11.4360028390,12.2731927649,2.6575034986,1.7985682718,2.2979922279,1.5481570643,0.2906785274,-1.4815451843
12.0515938464,15.4624880836,1.2402438337,0.8738618518,2.4452957429,1.4923225850,1.5009637838,-1.6148383255
11.8677061870,14.6905716024,0.7264015693,1.9057614953,0.7472871211,1.9589362873,1.6184207682,-1.4124704461
13.3516722455,15.2815483138,1.0438888940,0.9332766707,1.1304938808,1.3162471116,1.7169330588,-1.8160102345
11.4744681910,14.7372469836,0.3319242853,0.8398948972,1.8801538473,0.7237896514,0.4237746387,-1.2509185769
11.2329914403,15.0519432348,0.5320883995,0.4553433467,1.2042142636,0.4644888722,0.6434742120,-0.9161488712
11.2759165623,14.2622154552,0.8619058157,0.3830444276,1.9561684251,0.6865311439,1.4060720029,-1.8995320902
13.4896598785,14.1639484569,1.9593587903,1.8909077141,2.3730305719,1.0445893674,1.2297701627,-1.7890078171
11.6315201901,13.7655213587,0.8750135289,0.3376557268,1.8252154380,1.1015762708,1.3653531473,-1.1501818493
11.6440984597,12.6923099647,1.8269500580,0.7132630380,2.5835851656,0.5320452612,1.4427999981,-0.6128868647
13.5593211122,14.5358980530,2.2617047905,1.4872392687,2.5331069973,1.1546717817,0.7370562498,-0.7683067230
12.7792485111,14.1625670720,0.4357155353,0.5215564239,0.6367973231,0.8909531419,1.7412694512,-0.9858256389
11.5970384491,14.9272925704,1.4709236180,1.6226224459,1.7536555730,1.0997657566,0.8258055227,-0.6706928460
13.1766993632,14.3847388924,1.0082023902,0.8522179748,2.6132905553,0.8947687912,1.9758698011,-1.7097088742
11.3223202166,12.9048528764,2.3888506388,0.8951450479,0.9495012347,1.6267976346,0.7460184786,-1.1489252880
12.7786012450,12.7416890608,2.4572349934,0.8566247405,1.2648489933,0.5678230181,0.3373885012,-0.6373708515
13.0416914617,14.4793705821,2.7343052271,1.0204819695,2.8764617027,0.1629300802,1.3855613701,-1.2701430055
11.4974594624,13.5967036662,1.2666522270,1.5833593389,1.5223811200,0.2258700681,0.1606556542,-1.3385599005
13.4544277392,14.0311009654,2.7639263271,1.6899865762,1.3453564337,0.2736180305,0.4671639942,-0.7905891140
12.7029906297,12.2298600135,2.6607494624,0.3030893391,0.7917446556,0.6285849069,1.3545763024,-1.8510649454
12.7109500695,13.7878248414,1.3457254951,1.5416769404,0.8393668098,1.9955789906,1.7195460113,-0.9935626139
11.4087030522,12.5578069648,2.0574505702,1.6548238413,2.3766991695,1.3128466557,0.0711444038,-1.6124268058
13.0850084855,14.2921190361,2.1934390908,0.5809550827,0.7406049504,1.3114034191,1.7090450971,-1.3432777459
12.3257058956,15.9457506177,1.9715568277,1.3792755765,2.5150509818,0.2462095070,0.9537889408,-1.3461827432
11.3654797106,13.0543924257,1.3341338651,1.0054873325,2.1546845563,0.9559481679,0.1363521856,-1.9058770777
13.4830102770,13.8658203284,1.0188234351,0.8567906589,0.8437903072,1.8840198003,0.3558839646,-1.4615307243
12.5902504216,13.4734549291,0.0949008424,0.3756373758,2.6067386523,1.6830925999,1.2671346590,-1.6239870070
12.7968525802,15.3013177159,1.5648916354,1.0820050892,2.7632377313,1.7437866831,0.0613700236,-2.0882353556
12.9153763130,15.6777584646,1.3204098381,1.9438428593,1.6739991136,1.0022307588,1.3878142822,-1.2337958579
12.3486621986,12.5807986630,0.5408181874,0.6923460417,0.8031177945,1.9078219786,1.0371495053,-2.0942525201
12.9250020014,12.6492510554,1.5579941652,0.8106757256,0.3438444981,0.6350596686,1.2035470933,-1.4397518819
12.5104013183,15.5369406941,0.5863248050,0.8389953526,0.9841238223,0.7825798640,1.5185613551,-1.5179782485
11.5570760906,15.7202558773,0.4546461056,0.5900871298,1.0386143264,0.9861324210,0.8624978121,-1.7630641023
13.7340347318,13.4360939232,1.2662475951,1.8245980610,1.2764043486,0.4465868934,1.7578443251,-0.6495341617
13.8796758441,12.2296166526,0.6085897404,0.8948248855,0.9887790948,0.3705568093,1.7024323313,-0.9056115732
12.9764741746,15.7549161198,0.2634575698,1.3843682192,1.6223782725,0.7761168417,1.5883877875,-1.0284453285
13.8467008332,14.9667325101,2.2517267110,1.2477394394,2.2051501180,1.7639009444,0.4473851685,-1.0742504271
12.4478247185,13.5784051546,2.2948018601,0.9578662218,1.3344056577,0.4495240621,1.6356701395,-0.7005129159
13.6355021019,13.3369183574,0.3312706429,1.5500282441,2.3798541998,0.4603095915,0.1617060795,-1.7221165803
12.6847861672,13.3947915047,1.6888123655,1.2873871078,2.6325790907,1.2689343963,1.8002538761,-0.7250875170
11.7144353254,12.6342199105,1.4063429179,1.7243652185,2.9566897773,0.6445025173,1.4290694144,-1.1706457085
12.8727715200,14.6398380701,1.7815280054,0.9285955308,2.7631287867,0.9597403711,0.6728680073,-0.8769526964
13.7530931290,13.6009331903,2.9443781805,1.5231779788,0.6479259942,1.1395590079,0.6445039444,-1.9271746918
11.4703774213,12.2644609346,0.1185027171,1.0740208982,1.0652103952,0.4636238314,1.1415655172,-0.9447042714
12.4536368738,12.1364166488,1.8061488474,0.3964676266,2.0901445165,1.8469919140,1.2779586412,-1.3537179532
13.5154287887,14.9837398533,0.3625361593,0.5428493242,0.6826004875,1.8164398716,1.1134972714,-1.9851637578
12.6796719199,15.4854282245,1.0630856135,1.8071657011,2.0550242066,0.9099283203,0.9593933678,-1.1573236204
12.7087497180,12.4176306535,2.8210714260,0.7760110986,1.4906157495,0.4863641141,1.4921887737,-1.9288405242
12.6099392636,13.7916998448,0.1442651928,0.7401043284,2.8956502484,0.8400082599,0.8442703866,-1.2225011488
12.0014865609,12.1372566523,1.9894511939,0.3691981349,1.8487129842,0.4786633192,0.9137868356,-1.7245520854
13.1647824066,15.0040390205,1.8605885580,1.7669378237,2.3141432593,0.5618373988,0.7713508306,-0.6135881842
13.8360904554,13.5544410803,2.6686720792,0.8751487290,0.9526242843,1.7089191499,0.8500637006,-0.8441568502
13.9779372065,14.7134780430,0.7252376588,0.8784568320,2.3259981488,1.3152071371,1.7170460184,-1.2443779261
13.1176501534,12.6471891192,0.1763953752,1.7417985212,2.1752625244,1.5245562447,0.8506369627,-0.6545845084
12.2296300768,14.7861422089,2.7629933290,1.4053612600,0.3176473290,0.5728287424,0.4681758705,-0.7877829865
12.4295742616,15.7458101775,1.2353447598,0.8200838198,2.4796266589,0.0291910324,1.9645596657,-0.7119991306
13.2365188213,13.2415901913,2.9532170660,0.4174470481,1.0767157224,0.0888081653,1.8912876461,-1.4014481683
